Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,
227,John McGinn,sct SCO,"MF,FW",Aston Villa,29-149,1994,28,28,"2,373",26.4,6,3,9,6,0,0,7,1,4.3,4.3,3.9,8.2,49,166,71,0.23,0.11,0.34,0.23,0.34,0.16,0.15,0.31,0.16,0.31,Matches,
228,James McConnell,eng ENG,MF,Liverpool,19-184,2004,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,
229,Oliver McBurnie,sct SCO,FW,Sheffield Utd,27-285,1996,16,11,906,10.1,4,2,6,2,2,2,6,2,4.2,2.6,1.1,3.8,2,25,42,0.4,0.2,0.6,0.2,0.4,0.42,0.11,0.53,0.26,0.38,Matches,
230,James Mcatee,eng ENG,"MF,FW",Sheffield Utd,21-149,2002,23,18,"1,570",17.4,3,2,5,2,1,1,2,0,2.4,1.7,1.9,3.6,51,46,91,0.17,0.11,0.29,0.11,0.23,0.14,0.11,0.25,0.1,0.21,Matches,
231,James Mcatee,eng ENG,MF,Manchester City,21-149,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
232,Bryan Mbeumo,cm CMR,FW,Brentford,24-221,1999,15,15,"1,286",14.3,7,3,10,4,3,3,1,0,8.5,6.2,2.7,8.9,49,65,131,0.49,0.21,0.7,0.28,0.49,0.6,0.19,0.79,0.43,0.62,Matches,
233,Konstantinos Mavropanos,gr GRE,DF,West Ham,26-095,1997,13,10,991,11,1,0,1,1,0,0,1,0,0.8,0.8,0.2,0.9,7,20,1,0.09,0,0.09,0.09,0.09,0.07,0.02,0.09,0.07,0.09,Matches,
234,Neal Maupay,fr FRA,FW,Brentford,27-214,1996,23,12,"1,197",13.3,6,3,9,6,0,0,5,0,5.3,5.3,2.3,7.6,20,34,85,0.45,0.23,0.68,0.45,0.68,0.4,0.17,0.57,0.4,0.57,Matches,
235,Neal Maupay,fr FRA,FW,Everton,27-214,1996,2,1,111,1.2,0,0,0,0,0,0,0,0,1.4,1.4,0.1,1.5,1,0,6,0,0,0,0,0,1.16,0.05,1.22,1.16,1.22,Matches,
236,Remi Matthews,eng ENG,GK,Crystal Palace,30-034,1994,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
237,Alex Matos,eng ENG,MF,Chelsea,19-164,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
238,Joël Matip,cm CMR,DF,Liverpool,32-220,1991,10,9,781,8.7,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,8,34,1,0,0,0,0,0,0.06,0.01,0.06,0.06,0.06,Matches,
239,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,26-261,1997,25,15,"1,505",16.7,5,4,9,3,2,2,2,0,5,3.4,2.5,5.9,20,17,86,0.3,0.24,0.54,0.18,0.42,0.3,0.15,0.45,0.21,0.36,Matches,
240,Pape Matar Sarr,sn SEN,MF,Tottenham,21-183,2002,23,19,"1,420",15.8,3,3,6,3,0,0,6,0,2.6,2.6,2,4.6,31,111,61,0.19,0.19,0.38,0.19,0.38,0.16,0.13,0.29,0.16,0.29,Matches,
241,Han-Noah Massengo,fr FRA,"MF,DF",Burnley,22-252,2001,3,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
242,Lisandro Martínez,ar ARG,DF,Manchester Utd,26-057,1998,8,7,558,6.2,0,1,1,0,0,0,3,0,0,0,0.1,0.1,8,28,1,0,0.16,0.16,0,0.16,0,0.01,0.01,0,0.01,Matches,
243,Emiliano Martínez,ar ARG,GK,Aston Villa,31-195,1992,27,27,"2,430",27,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches,
244,Gabriel Martinelli,br BRA,FW,Arsenal,22-271,2001,25,23,"1,749",19.4,6,4,10,6,0,0,1,0,5.6,5.6,5.2,10.8,109,59,303,0.31,0.21,0.51,0.31,0.51,0.29,0.27,0.56,0.29,0.56,Matches,
245,Anthony Martial,fr FRA,FW,Manchester Utd,28-101,1995,13,5,448,5,1,0,1,1,0,0,0,0,1.2,1.2,0.2,1.5,6,12,36,0.2,0,0.2,0.2,0.2,0.25,0.05,0.29,0.25,0.29,Matches,
246,Solly March,eng ENG,"FW,DF",Brighton,29-239,1994,7,7,554,6.2,3,1,4,3,0,0,1,0,2,2,1,2.9,14,24,44,0.49,0.16,0.65,0.49,0.65,0.32,0.16,0.47,0.32,0.47,Matches,
247,Benson Manuel,be BEL,"MF,FW",Burnley,26-353,1997,6,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0.1,5,0,13,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08,Matches,
248,Orel Mangala,be BEL,MF,Nott'ham Forest,25-363,1998,20,19,"1,563",17.4,1,0,1,1,0,0,6,0,0.8,0.8,0.2,1.1,13,45,14,0.06,0,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06,Matches,
249,Kobbie Mainoo,eng ENG,MF,Manchester Utd,18-331,2005,14,14,"1,106",12.3,1,0,1,1,0,0,3,0,0.2,0.2,0.4,0.6,10,33,14,0.08,0,0.08,0.08,0.08,0.02,0.03,0.05,0.02,0.05,Matches,
250,Harry Maguire,eng ENG,DF,Manchester Utd,31-010,1993,16,13,"1,158",12.9,1,2,3,1,0,0,3,0,1.7,1.7,1.2,3,12,54,1,0.08,0.16,0.23,0.08,0.23,0.13,0.1,0.23,0.13,0.23,Matches,
251,Noni Madueke,eng ENG,FW,Chelsea,22-005,2002,12,4,349,3.9,2,0,2,1,1,1,1,0,1.2,0.4,0.6,1,29,16,54,0.52,0,0.52,0.26,0.26,0.3,0.15,0.46,0.1,0.25,Matches,
252,James Maddison,eng ENG,MF,Tottenham,27-113,1996,17,17,"1,395",15.5,4,7,11,4,0,0,3,0,4,4,3.8,7.9,41,147,98,0.26,0.45,0.71,0.26,0.71,0.26,0.25,0.51,0.26,0.51,Matches,
253,Alexis Mac Allister,ar ARG,MF,Liverpool,25-082,1998,23,22,"1,809",20.1,3,4,7,2,1,1,5,1,2,1.2,2,3.3,25,132,24,0.15,0.2,0.35,0.1,0.3,0.1,0.1,0.2,0.06,0.16,Matches,
254,Ian Maatsen,nl NED,"FW,MF",Chelsea,22-005,2002,12,1,209,2.3,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,9,8,15,0,0,0,0,0,0.35,0.04,0.39,0.35,0.39,Matches,
255,Saša Luki?,rs SRB,MF,Fulham,27-215,1996,16,7,644,7.2,0,0,0,0,0,0,2,0,0.8,0.8,0.3,1.2,5,25,12,0,0,0,0,0,0.12,0.05,0.16,0.12,0.16,Matches,
256,Douglas Luiz,br BRA,MF,Aston Villa,25-311,1998,27,27,"2,328",25.9,9,5,14,5,4,4,7,0,6.6,3.5,4.2,7.6,50,145,42,0.35,0.19,0.54,0.19,0.39,0.26,0.16,0.42,0.13,0.29,Matches,
257,Max Lowe,eng ENG,"DF,MF",Sheffield Utd,26-309,1997,8,3,399,4.4,0,0,0,0,0,0,1,0,0.6,0.6,0.7,1.3,4,9,7,0,0,0,0,0,0.13,0.16,0.29,0.13,0.29,Matches,
258,Sean Longstaff,eng ENG,MF,Newcastle Utd,26-137,1997,25,20,"1,899",21.1,4,2,6,4,0,0,5,0,3.6,3.6,1.7,5.2,14,99,82,0.19,0.09,0.28,0.19,0.28,0.17,0.08,0.25,0.17,0.25,Matches,
259,Tom Lockyer,wls WAL,DF,Luton Town,29-103,1994,14,14,"1,169",13,1,1,2,1,0,0,4,0,1.1,1.1,0.6,1.7,6,37,2,0.08,0.08,0.15,0.08,0.15,0.08,0.05,0.13,0.08,0.13,Matches,
260,Giovani Lo Celso,ar ARG,MF,Tottenham,27-341,1996,12,4,420,4.7,2,2,4,2,0,0,1,0,0.4,0.4,0.9,1.3,21,51,22,0.43,0.43,0.86,0.43,0.86,0.09,0.19,0.28,0.09,0.28,Matches,
261,Valentino Livramento,eng ENG,DF,Newcastle Utd,21-124,2002,21,8,975,10.8,1,0,1,1,0,0,1,0,0.3,0.3,0.4,0.7,32,34,53,0.09,0,0.09,0.09,0.09,0.02,0.04,0.06,0.02,0.06,Matches,
262,Victor Lindelöf,se SWE,DF,Manchester Utd,29-242,1994,18,13,"1,260",14,1,1,2,1,0,0,2,0,0.8,0.8,0.3,1.1,16,36,17,0.07,0.07,0.14,0.07,0.14,0.05,0.02,0.08,0.05,0.08,Matches,
263,Keane Lewis-Potter,eng ENG,"FW,DF",Brentford,23-022,2001,21,10,"1,004",11.2,2,1,3,2,0,0,0,0,3.2,3.2,1,4.2,35,24,98,0.18,0.09,0.27,0.18,0.27,0.29,0.09,0.37,0.29,0.37,Matches,
264,Rico Lewis,eng ENG,"MF,DF",Manchester City,19-115,2004,10,5,454,5,1,0,1,1,0,0,1,0,0.3,0.3,0.5,0.8,6,12,17,0.2,0,0.2,0.2,0.2,0.06,0.09,0.15,0.06,0.15,Matches,
265,Jefferson Lerma,co COL,MF,Crystal Palace,29-142,1994,23,23,"2,025",22.5,1,1,2,1,0,0,7,0,2.6,2.6,2.2,4.7,13,91,48,0.04,0.04,0.09,0.04,0.09,0.12,0.1,0.21,0.12,0.21,Matches,
266,Bernd Leno,de GER,GK,Fulham,32-011,1992,28,28,"2,520",28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
267,Clément Lenglet,fr FRA,DF,Aston Villa,28-272,1995,11,11,928,10.3,0,1,1,0,0,0,2,0,0.8,0.8,0.8,1.5,26,49,1,0,0.1,0.1,0,0.1,0.08,0.07,0.15,0.08,0.15,Matches,
268,Mario Lemina,ga GAB,MF,Wolves,30-196,1993,25,25,"2,179",24.2,4,0,4,4,0,0,10,1,4.1,4.1,0.8,4.8,25,58,39,0.17,0,0.17,0.17,0.17,0.17,0.03,0.2,0.17,0.2,Matches,
269,Roméo Lavia,be BEL,MF,Chelsea,20-069,2004,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,
270,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,30-125,1993,15,12,"1,064",11.8,1,0,1,1,0,0,4,0,0.7,0.7,0.1,0.8,8,31,3,0.08,0,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07,Matches,
271,Yasser Larouci,dz ALG,DF,Sheffield Utd,23-074,2001,9,4,421,4.7,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.4,14,12,9,0,0,0,0,0,0.04,0.05,0.09,0.04,0.09,Matches,
272,Aymeric Laporte,es ESP,DF,Manchester City,29-293,1994,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches,
273,Tariq Lamptey,gh GHA,"DF,FW",Brighton,23-167,2000,13,7,593,6.6,0,3,3,0,0,0,3,0,0.4,0.4,0.6,1,26,14,47,0,0.46,0.46,0,0.46,0.06,0.09,0.15,0.06,0.15,Matches,
274,Adam Lallana,eng ENG,MF,Brighton,35-310,1988,20,10,664,7.4,0,1,1,0,0,0,2,0,0.3,0.3,1.6,1.9,6,29,44,0,0.14,0.14,0,0.14,0.04,0.21,0.25,0.04,0.25,Matches,
275,Dejan Kulusevski,se SWE,"FW,MF",Tottenham,23-325,2000,25,24,"2,118",23.5,6,3,9,6,0,0,6,0,3.5,3.5,6,9.5,125,114,294,0.25,0.13,0.38,0.25,0.38,0.15,0.26,0.4,0.15,0.4,Matches,
276,Emil Krafth,se SWE,DF,Newcastle Utd,29-226,1994,7,0,108,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,3,12,17,0,0,0,0,0,0.05,0.42,0.47,0.05,0.47,Matches,
277,Mateo Kova?i?,hr CRO,MF,Manchester City,29-314,1994,20,10,971,10.8,0,0,0,0,0,0,3,0,0.8,0.8,1.2,1.9,28,70,27,0,0,0,0,0,0.07,0.11,0.18,0.07,0.18,Matches,
278,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,34-085,1989,11,2,209,2.3,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,0,5,5,0,0,0,0,0,0.12,0.02,0.14,0.12,0.14,Matches,
279,Ezri Konsa,eng ENG,DF,Aston Villa,26-144,1997,25,25,"2,170",24.1,0,0,0,0,0,0,5,0,1.9,1.9,0.4,2.3,26,98,21,0,0,0,0,0,0.08,0.02,0.1,0.08,0.1,Matches,
280,Ibrahima Konaté,fr FRA,DF,Liverpool,24-295,1999,19,14,"1,332",14.8,0,0,0,0,0,0,5,1,0.4,0.4,0.4,0.9,22,101,3,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,Matches,
281,Luca Koleosho,it ITA,"MF,FW",Burnley,19-182,2004,15,13,974,10.8,1,1,2,1,0,0,0,0,2,2,1.3,3.3,53,19,82,0.09,0.09,0.18,0.09,0.18,0.18,0.12,0.3,0.18,0.3,Matches,
282,Justin Kluivert,nl NED,"MF,FW",Bournemouth,24-315,1999,22,17,"1,224",13.6,4,0,4,4,0,0,4,0,3.6,3.6,1.5,5.1,38,32,79,0.29,0,0.29,0.29,0.29,0.26,0.11,0.37,0.26,0.37,Matches,
283,Jakub Kiwior,pl POL,DF,Arsenal,24-029,2000,16,9,788,8.8,1,3,4,1,0,0,1,0,0.8,0.8,0.8,1.7,4,48,13,0.11,0.34,0.46,0.11,0.46,0.09,0.1,0.19,0.09,0.19,Matches,
284,Max Kilman,eng ENG,DF,Wolves,26-297,1997,28,28,"2,520",28,2,0,2,2,0,0,5,0,1.6,1.6,0.7,2.4,21,93,3,0.07,0,0.07,0.07,0.07,0.06,0.03,0.08,0.06,0.08,Matches,
285,Milos Kerkez,hu HUN,DF,Bournemouth,20-129,2003,21,16,"1,447",16.1,0,1,1,0,0,0,3,0,0.4,0.4,0.3,0.7,29,31,70,0,0.06,0.06,0,0.06,0.02,0.02,0.04,0.02,0.04,Matches,
286,Lloyd Kelly,eng ENG,DF,Bournemouth,25-161,1998,14,12,"1,012",11.2,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.4,12,37,15,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches,
287,Caoimhín Kelleher,ie IRL,GK,Liverpool,25-113,1998,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,
288,Thilo Kehrer,de GER,"DF,MF",West Ham,27-176,1996,4,0,22,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches,
289,Michael Keane,eng ENG,DF,Everton,31-064,1993,7,4,404,4.5,1,0,1,1,0,0,1,0,0.7,0.7,0,0.7,3,10,2,0.22,0,0.22,0.22,0.22,0.15,0,0.15,0.15,0.15,Matches,
290,Loris Karius,de GER,GK,Newcastle Utd,30-267,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
291,Thomas Kaminski,be BEL,GK,Luton Town,31-144,1992,28,28,"2,520",28,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,
292,Willy Kambwala,fr FRA,DF,Manchester Utd,19-203,2004,4,1,109,1.2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,Matches,
293,Boubacar Kamara,fr FRA,MF,Aston Villa,24-113,1999,20,20,"1,652",18.4,0,1,1,0,0,0,7,1,0.1,0.1,1.3,1.4,19,83,10,0,0.05,0.05,0,0.05,0.01,0.07,0.08,0.01,0.08,Matches,
294,Sasa Kalajdzic,at AUT,FW,Wolves,26-252,1997,11,1,166,1.8,2,0,2,2,0,0,0,0,1.1,1.1,1,2,1,5,9,1.08,0,1.08,1.08,1.08,0.57,0.52,1.09,0.57,1.09,Matches,
295,Issa Kaboré,bf BFA,DF,Luton Town,22-308,2001,19,16,"1,335",14.8,0,2,2,0,0,0,6,0,0.2,0.2,1.9,2.1,50,44,67,0,0.13,0.13,0,0.13,0.01,0.13,0.14,0.01,0.14,Matches,
296,Hamed Junior Traorè,ci CIV,MF,Bournemouth,24-028,2000,3,0,47,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,2,3,4,0,0,0,0,0,0.34,0.07,0.41,0.34,0.41,Matches,
297,Mads Juel Andersen,dk DEN,DF,Luton Town,26-079,1997,8,4,400,4.4,1,0,1,1,0,0,1,0,0.3,0.3,0,0.3,0,7,1,0.23,0,0.23,0.23,0.23,0.06,0,0.06,0.06,0.06,Matches,
298,Diogo Jota,pt POR,FW,Liverpool,27-102,1996,19,13,"1,047",11.6,9,3,12,9,0,0,3,1,4.4,4.4,2.9,7.3,48,31,99,0.77,0.26,1.03,0.77,1.03,0.38,0.25,0.63,0.38,0.63,Matches,
299,Jorginho,it ITA,MF,Arsenal,32-086,1991,18,8,728,8.1,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1,7,87,6,0,0.12,0.12,0,0.12,0.01,0.11,0.12,0.01,0.12,Matches,
300,Mathias Jørgensen,dk DEN,DF,Brentford,33-327,1990,8,6,547,6.1,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.7,3,33,1,0,0,0,0,0,0.03,0.09,0.11,0.03,0.11,Matches,
301,Curtis Jones,eng ENG,MF,Liverpool,23-045,2001,17,12,956,10.6,1,1,2,1,0,0,1,1,1.8,1.8,0.5,2.3,27,59,64,0.09,0.09,0.19,0.09,0.19,0.17,0.05,0.22,0.17,0.22,Matches,
302,Sam Johnstone,eng ENG,GK,Crystal Palace,30-356,1993,20,20,"1,796",20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
303,Brennan Johnson,wls WAL,FW,Tottenham,22-297,2001,21,14,"1,197",13.3,4,6,10,4,0,0,1,0,5,5,3.7,8.7,54,42,149,0.3,0.45,0.75,0.3,0.75,0.38,0.28,0.66,0.38,0.66,Matches,
304,Brennan Johnson,wls WAL,"FW,MF",Nott'ham Forest,22-297,2001,3,3,237,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,8,1,14,0,0,0,0,0,0.12,0.08,0.21,0.12,0.21,Matches,
305,Ben Johnson,eng ENG,"DF,FW",West Ham,24-051,2000,9,4,399,4.4,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,10,12,21,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,
306,Ryan John Giles,eng ENG,"DF,MF",Luton Town,24-049,2000,11,5,503,5.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,9,17,30,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,Matches,
307,Joelinton,br BRA,"MF,FW",Newcastle Utd,27-214,1996,16,14,"1,133",12.6,2,1,3,2,0,0,5,0,2.3,2.3,2,4.3,21,47,58,0.16,0.08,0.24,0.16,0.24,0.18,0.16,0.34,0.18,0.34,Matches,
308,João Pedro,br BRA,"FW,MF",Brighton,22-171,2001,23,12,"1,392",15.5,8,2,10,4,4,4,2,0,8.4,5.2,2.3,7.5,54,64,152,0.52,0.13,0.65,0.26,0.39,0.54,0.15,0.69,0.34,0.49,Matches,
309,Raúl Jiménez,mx MEX,FW,Fulham,32-315,1991,19,17,"1,240",13.8,5,0,5,5,0,0,3,1,4.5,4.5,1.3,5.8,9,16,73,0.36,0,0.36,0.36,0.36,0.32,0.1,0.42,0.32,0.42,Matches,
310,Gabriel Jesus,br BRA,FW,Arsenal,26-347,1997,19,13,"1,141",12.7,4,3,7,4,0,0,5,0,5.4,5.4,2.6,8,28,36,116,0.32,0.24,0.55,0.32,0.55,0.42,0.21,0.63,0.42,0.63,Matches,
311,Mathias Jensen,dk DEN,MF,Brentford,28-074,1996,23,19,"1,514",16.8,3,3,6,3,0,0,3,0,0.6,0.6,3,3.5,12,82,46,0.18,0.18,0.36,0.18,0.36,0.03,0.18,0.21,0.03,0.21,Matches,
312,Vitaly Janelt,de GER,"MF,DF",Brentford,25-310,1998,28,27,"2,238",24.9,0,2,2,0,0,0,5,0,1.3,1.3,3.9,5.2,19,86,69,0,0.08,0.08,0,0.08,0.05,0.16,0.21,0.05,0.21,Matches,
313,Reece James,eng ENG,DF,Chelsea,24-098,1999,8,5,388,4.3,0,1,1,0,0,0,2,1,0.3,0.3,1.5,1.8,19,20,33,0,0.23,0.23,0,0.23,0.07,0.34,0.41,0.07,0.41,Matches,
314,Nicolas Jackson,sn SEN,FW,Chelsea,22-269,2001,24,20,"1,815",20.2,9,3,12,9,0,0,9,0,12.6,12.6,2.7,15.4,36,42,114,0.45,0.15,0.6,0.45,0.6,0.63,0.14,0.76,0.63,0.76,Matches,
315,Alex Iwobi,ng NGA,MF,Everton,27-317,1996,2,2,140,1.6,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,6,4,8,0,0,0,0,0,0.21,0.14,0.35,0.21,0.35,Matches,
316,Alex Iwobi,ng NGA,"FW,MF",Fulham,27-317,1996,20,15,"1,400",15.6,5,1,6,5,0,0,2,0,4.6,4.6,2.5,7.1,63,99,118,0.32,0.06,0.39,0.32,0.39,0.3,0.16,0.46,0.3,0.46,Matches,
317,Alexander Isak,se SWE,FW,Newcastle Utd,24-176,1999,20,17,"1,402",15.6,12,0,12,10,2,2,0,0,10.9,9.4,1.1,10.4,39,38,76,0.77,0,0.77,0.64,0.64,0.7,0.07,0.77,0.6,0.67,Matches,
318,Tim Iroegbunam,eng ENG,MF,Aston Villa,20-259,2003,5,0,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches,
319,Danny Ings,eng ENG,FW,West Ham,31-236,1992,14,2,264,2.9,1,0,1,1,0,0,1,0,1.1,1.1,0.3,1.4,6,4,13,0.34,0,0.34,0.34,0.34,0.38,0.09,0.47,0.38,0.47,Matches,
320,Igor,br BRA,DF,Brighton,26-037,1998,16,11,"1,001",11.1,0,0,0,0,0,0,4,0,0.1,0.1,0.3,0.4,19,77,6,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches,
321,Will Hughes,eng ENG,MF,Crystal Palace,28-333,1995,21,15,"1,313",14.6,0,0,0,0,0,0,3,0,0.2,0.2,0.8,1,9,43,8,0,0,0,0,0,0.01,0.06,0.07,0.01,0.07,Matches,
322,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,23-129,2000,19,11,"1,069",11.9,4,1,5,4,0,0,0,0,1.2,1.2,1.8,3,62,33,97,0.34,0.08,0.42,0.34,0.42,0.1,0.15,0.25,0.1,0.25,Matches,
323,Mason Holgate,eng ENG,DF,Sheffield Utd,27-145,1996,3,3,192,2.1,0,0,0,0,0,0,1,1,0.4,0.4,0,0.4,0,4,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,Matches,
324,Rasmus Højlund,dk DEN,FW,Manchester Utd,21-040,2003,20,17,"1,465",16.3,7,2,9,7,0,0,2,0,6.5,6.5,1.1,7.6,22,23,75,0.43,0.12,0.55,0.43,0.55,0.4,0.07,0.46,0.4,0.46,Matches,
325,Pierre Højbjerg,dk DEN,MF,Tottenham,28-223,1995,26,6,992,11,0,0,0,0,0,0,3,0,0.4,0.4,0.8,1.3,12,98,22,0,0,0,0,0,0.04,0.08,0.11,0.04,0.11,Matches,
326,Jack Hinshelwood,eng ENG,DF,Brighton,18-339,2005,12,8,869,9.7,3,0,3,3,0,0,1,0,1.9,1.9,0.7,2.5,16,19,38,0.31,0,0.31,0.31,0.31,0.19,0.07,0.26,0.19,0.26,Matches,
327,James Hill,eng ENG,DF,Bournemouth,22-065,2002,3,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,Matches,
328,Aaron Hickey,sct SCO,DF,Brentford,21-279,2002,9,9,713,7.9,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,9,21,13,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches,
329,Son Heung-min,kr KOR,FW,Tottenham,31-251,1992,24,23,"1,987",22.1,14,8,22,13,1,1,1,0,7.9,7.1,7.5,14.6,70,97,228,0.63,0.36,1,0.59,0.95,0.36,0.34,0.7,0.32,0.66,Matches,
330,Rico Henry,eng ENG,DF,Brentford,26-251,1997,5,5,401,4.5,0,1,1,0,0,0,1,0,0.1,0.1,1,1.1,13,20,12,0,0.22,0.22,0,0.22,0.02,0.22,0.24,0.02,0.24,Matches,
331,Dean Henderson,eng ENG,GK,Crystal Palace,27-003,1997,8,8,720,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
332,Hwang Hee-chan,kr KOR,"FW,MF",Wolves,28-049,1996,22,19,"1,620",18,10,3,13,9,1,1,4,0,6.3,5.6,2.9,8.5,30,29,93,0.56,0.17,0.72,0.5,0.67,0.35,0.16,0.52,0.31,0.47,Matches,
333,Jan Paul van Hecke,nl NED,DF,Brighton,23-281,2000,23,21,"1,919",21.3,0,0,0,0,0,0,3,0,1.1,1.1,0.8,1.9,23,137,7,0,0,0,0,0,0.05,0.04,0.09,0.05,0.09,Matches,
334,Kai Havertz,de GER,"MF,FW",Arsenal,24-278,1999,27,20,"1,779",19.8,8,3,11,7,1,1,7,0,7.8,7,1.9,8.9,38,81,123,0.4,0.15,0.56,0.35,0.51,0.39,0.1,0.49,0.36,0.45,Matches,
335,Daiki Hashioka,jp JPN,DF,Luton Town,24-303,1999,3,1,134,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,2,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches,
336,Jack Harrison,eng ENG,"MF,FW",Everton,27-116,1996,22,20,"1,730",19.2,3,3,6,3,0,0,0,0,3.2,3.2,3.1,6.2,51,47,106,0.16,0.16,0.31,0.16,0.31,0.16,0.16,0.32,0.16,0.32,Matches,
337,Luke Harris,wls WAL,MF,Fulham,18-347,2005,1,0,75,0.8,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,1,0,0,0,0,0,0,0.33,0,0.33,0.33,0.33,Matches,
338,Gustavo Hamer,nl NED,MF,Sheffield Utd,26-265,1997,26,24,"2,063",22.9,3,3,6,3,0,0,8,0,2.2,2.2,3.1,5.3,26,87,51,0.13,0.13,0.26,0.13,0.26,0.1,0.13,0.23,0.1,0.23,Matches,
339,Lewis Hall,eng ENG,DF,Newcastle Utd,19-189,2004,8,1,111,1.2,0,0,0,0,0,0,1,0,0,0,0,0,2,6,7,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,
340,Antwoine Hackford,eng ENG,FW,Sheffield Utd,19-361,2004,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,
341,Erling Haaland,no NOR,FW,Manchester City,23-238,2000,23,22,"1,922",21.4,18,5,23,15,3,4,1,0,20.9,17.8,3.8,21.6,21,18,93,0.84,0.23,1.08,0.7,0.94,0.98,0.18,1.16,0.83,1.01,Matches,
